Title,Normal_price,Current_price,Sku,Code,Weight,Category,Brand,Sub_category,Img_url,Processor,Motherboard,Ssd,Ram,Vga,Psu,Fan_casing,Cpu_cooler,Network,Casing,Keyboard_mouse,Mousepad,Software
EK Gaming BattleLionz SR,8.619.000,Rp8.390.000,185748,EK 0788S23,16 Kg,PC Ready,EK Gaming,EK Gaming BattleLionz Series,"['https://assets.enterkomputer.com/frontend/pcready/19-7-24-Battle-Lionz-SR1-1721627918.jpg', 'https://assets.enterkomputer.com/frontend/pcready/19-7-24-Battle-Lionz-SR5-1721627933.jpg', 'https://assets.enterkomputer.com/frontend/pcready/19-7-24-Battle-Lionz-SR2-1721627934.jpg', 'https://assets.enterkomputer.com/frontend/pcready/19-7-24-Battle-Lionz-SR3-1721627934.jpg', 'https://assets.enterkomputer.com/frontend/pcready/19-7-24-Battle-Lionz-SR4-1721627940.jpg']",Intel Core i3-12100F 3.3GHz Up To 4.3GHz - Cache 12MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Challenger B760M (LGA1700, B760, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C910 500GB M.2 2280 NVMe PCle Gen4 x4 - K500GM2SP0-C91 - R5000MB/s W3700MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce GTX 1660 SUPER 6GB GDDR6 KaiTian - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-500AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING FIX White - Rainbow 12CM FAN,PRIME POLAR 120T V2.0 ARGB White Version Liquid Cooler with Rainbow Effect Pump Head,TP - Link 150 Mbps Wireless N USB Adapter - TL -WN725N (Nano USB Adapter),CUBE GAMING WRITE WHITE - ATX - LEFT SIDE TEMPERED GLASS - PSU COVER - RGB LED STRIP - WRITEABLE FRONT & SIDE PANEL,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleLionz NV-PRO D5,8.580.000,Rp8.400.000,190723,EK VFZ5824,20 Kg,PC Ready,EK Gaming,EK Gaming BattleLionz Series,"['https://assets.enterkomputer.com/frontend/pcready/24-8-23-Battle-Lionz-NV-PRO-D5-1-1725681197.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-23-Battle-Lionz-NV-PRO-D5-5-1725681198.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-23-Battle-Lionz-NV-PRO-D5-2-1725681198.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-23-Battle-Lionz-NV-PRO-D5-3-1725681198.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-23-Battle-Lionz-NV-PRO-D5-4-1725681199.jpg']",Intel Core i3-12100F 3.3GHz Up To 4.3GHz - Cache 12MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN H610M 666 WIFI6 D5 (LGA1700, H610, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C925 500GB M.2 2280 NVMe PCle Gen4 x4 with Heatsink - K500GM2SP0-C9T - R7400MB/s W6200MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 3050 6GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,Antec A400 RGB - 120mm 256COLOR RGB - 4 Pure Copper Heatpipe - All Intel & AMD Socket (Except TR4) - Support LGA 1700,None,CUBE GAMING SANG BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz Lite NV,8.719.000,Rp8.550.000,190805,EK MH9CR24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,"['https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Moonz-Lite-NV-1-1725681292.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Moonz-Lite-NV-5-1725681292.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Moonz-Lite-NV-2-1725681292.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Moonz-Lite-NV-3-1725681293.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Moonz-Lite-NV-4-1725681293.jpg']",AMD Ryzen 5 5600 3.5Ghz Up To 4.4Ghz Cache 32MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"Asus PRIME B550M-A (AM4, AMD Promontory B550, DDR4, USB3.2, SATA3)",CUBE GAMING Phoenix SSD 512GB M.2 NVME PCIe Gen3x4,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3050 6GB GDDR6 EX (1-Click OC) - DUAL FAN - Garansi 3 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,Antec NX200M - mATX Gaming Case - Left Side Glass Door - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleLionz 305 WHITE-D5,8.735.000,Rp8.590.000,191496,EK ZVPFP24,16 Kg,PC Ready,EK Gaming,EK Gaming BattleLionz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/15/1ee2a31c-4d44-49de-bc60-5cd77fe93095.jpg'],Intel Core i3-12100F 3.3GHz Up To 4.3GHz - Cache 12MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN H610M 666 WIFI6 D5 (LGA1700, H610, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C925 500GB M.2 2280 NVMe PCle Gen4 x4 with Heatsink - K500GM2SP0-C9T - R7400MB/s W6200MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 3050 6GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING WIND V2 - 2 Copper Heat Pipes - Mirror RGB TOP Cover - Gaming CPU Cooler Rainbow Led - Universal Socket (AM5 Ready),None,Antec NX200M WHITE - mATX Gaming Case - Left Side Glass Door - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleConceptor TI,8.930.000,Rp8.750.000,186931,EK 0HUTE23,20 Kg,PC Ready,EK Gaming,EK Gaming BattleConceptor Series,"['https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI1-1719803895.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI5-1721628016.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI2-1721628025.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI3-1721628028.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI4-1721628028.jpg']",AMD Ryzen 5 5500 3.6Ghz Up To 4.2Ghz Cache 16MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B450 Pro4 R2.0 (AM4, AMD Promontory B450, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce GTX 1660 Ti 6GB GDDR6 (1-Click OC) - DUAL FAN - [New Item - Brown Box] - Garansi 3 Thn,Super Flower ZILLION DB 650W -SF-650Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,PCCooler EF120 ARGB Black - Triple Pack (3Pcs x 120mm Fan),PCCooler R300 ARGB Black CPU Cooler,TP - Link 150 Mbps Wireless N PCI Express Adapter - TL-WN781ND,Antec AX51 - Mid-Tower Gaming Case - Slanted Bar Air Intake Design - Tempered Glass - FREE 3 PCS 12CM ARGB FANS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 660,9.660.000,Rp9.490.000,191238,EK R8MEX24,14 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-1--2--1726723444.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-5-1726723444.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-2-1726723445.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-3-1726723445.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-4-1726723445.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MSI PRO B760M-A WIFI DDR4 (LGA1700, B760, DDR4, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,CUBE GAMING STORM V2 - SINGLE FAN 12CM ARGB - Universal Socket (AM5 Ready),None,CUBE GAMING SANG BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 660 WHITE,9.790.000,Rp9.600.000,191168,EK 0EFD024,14 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-1--2--1726888036.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-5-1726888037.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-2-1726888037.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-3-1726888037.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-4-1726888038.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D4 WIFI (LGA1700, B760, DDR4, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 4 Copper Heat Pipes - Single Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,CUBE GAMING BLUEY WHITE - mATX Gaming Case - All White Inside - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz 660,9.855.000,Rp9.690.000,191497,EK RPEZF24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/12/1cbb15cc-82c1-4b2d-9e11-882f0ad5353c.jpg'],AMD Ryzen 5 5600 3.5Ghz Up To 4.4Ghz Cache 32MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Terminator B550M (AM4, AMD B550, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PULSE Radeon RX 6600 8GB GDDR6 Gaming,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,PRIME POLAR 240T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,Antec Draco 10 - mATX Gaming Case - Edge to Edge Tempered Glass Side Panel - Front ARGB Lighting - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStealth PRO D5,9.930.000,Rp9.750.000,188025,EK NJBXN24,14 Kg,PC Ready,EK Gaming,EK Gaming BattleStealth Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/2/fba9b294-beb3-4066-b58c-a6f78cce211e.jpg'],AMD Ryzen 7 8700G 4.2Ghz Up To 5.1Ghz Cache 16MB 65W AM5 [Box] - 8 Core - 100-100001236BOX,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 500GB NVME PCIe Gen4x4 - R 4700MB/S W 1700MB/S - ALEG-850L-500GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,Super Flower ZILLION DB 550W - SF-550Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,None,None,Antec DP31 - mATX Gaming Case - Magnetic & Removable Tempered Glass Side Panel - Front ARGB STRIP - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 660 D5,10.070.000,Rp9.890.000,191589,EK BXESB24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/12/28a525e8-6479-4822-a31b-c6d2f8f28912.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,None,CUBE GAMING YOCK - mATX Gaming Case - Mesh Front Panel Design - Left Side Tempered Glass - Dust Filter - PSU Cover - Free 2Pcs 12CM RGB Fan,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar SP-D5,10.255.000,Rp9.990.000,189589,EK 8H4J124,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-1-1722925336.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-5--2--1723085484.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-2-1723085485.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-3-1723085485.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-4-1723085486.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI GANK (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING FIX Black - Rainbow 12CM FAN,Antec A400 RGB - 120mm 256COLOR RGB - 4 Pure Copper Heatpipe - All Intel & AMD Socket (Except TR4) - Support LGA 1700,None,CUBE GAMING ATHOS BLACK - mATX Gaming Case - Front-Top Stylish Curve & Left Side Tempered Glass - Aesthetic Dual Chamber Design - Airflow Potential - Panoramic View with Minimalist Display Front It!,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz SE WHITE,10.145.000,Rp9.990.000,189624,EK 8UJQN24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,"['https://assets.enterkomputer.com/frontend/pcready/16-6-24-Battle-Moonz-SE-White1-1719805184.jpg', 'https://assets.enterkomputer.com/frontend/pcready/16-6-24-Battle-Moonz-SE-White5-1721629825.jpg', 'https://assets.enterkomputer.com/frontend/pcready/16-6-24-Battle-Moonz-SE-White2-1721629825.jpg', 'https://assets.enterkomputer.com/frontend/pcready/16-6-24-Battle-Moonz-SE-White3-1721629829.jpg', 'https://assets.enterkomputer.com/frontend/pcready/16-6-24-Battle-Moonz-SE-White4-1721629834.jpg']",AMD Ryzen 5 5600 3.5Ghz Up To 4.4Ghz Cache 32MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B550M Pro SE (AM4, AMD PRO565, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),ASRock Radeon RX 6600 8GB GDDR6 - Challenger White 8G,Super Flower ZILLION DB 650W -SF-650Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,CUBE GAMING FIX White - Rainbow 12CM FAN,PRIME POLAR 120T V2.0 ARGB White Version Liquid Cooler with Rainbow Effect Pump Head,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING WRITE WHITE - ATX - LEFT SIDE TEMPERED GLASS - PSU COVER - RGB LED STRIP - WRITEABLE FRONT & SIDE PANEL,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming Battlestar Lite 306 D5,10.405.000,Rp10.190.000,191466,EK 8WP6424,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/15/7d6f6f7c-f6fe-4966-9a16-9e28b5ecf384.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN H610M 666 WIFI6 D5 (LGA1700, H610, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 512GB M.2 NVME R 2400MB/S W 1000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,None,CUBE GAMING PREMIUM CIELO MINI BLACK - mATX Gaming Case - Front-Top & Left Side Tempered Glass - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar NV,10.519.000,Rp10.290.000,190810,EK 5NR2M24,20 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-1--2--1725681579.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-5-1725681579.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-2-1725681580.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-3-1725681580.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-4-1725681580.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Challenger B760M (LGA1700, B760, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING GLASS BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz RX-D5 MINI,10.810.000,Rp10.550.000,190715,EK 1U7MZ24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,"['https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Moonz-RX-D5-Mini-1-1724144236.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Moonz-RX-D5-Mini-5-1724144236.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Moonz-RX-D5-Mini-2-1724144236.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Moonz-RX-D5-Mini-3-1724144237.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Moonz-RX-D5-Mini-4-1724144237.jpg']",AMD Ryzen 5 8400F 4.2Ghz Up To 4.7Ghz Cache 16MB 65W AM5 [Tray] - 6 Core - 100-100001591MPK - with Wraith Stealth Cooler,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,None,CUBE GAMING PREMIUM CIELO MINI BLACK - mATX Gaming Case - Front-Top & Left Side Tempered Glass - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 660 AYW,11.369.000,Rp11.150.000,191495,EK DUWNE24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/11/0fe8dd05-abb9-4eb7-a49f-2edbd8ed906e.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PULSE Radeon RX 6600 8GB GDDR6 Gaming,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING BREEZE Single White CPU Cooler - Single Fan 12CM ARGB - 4 Copper Heat Pipes - Universal Socket (AM5 Ready),None,CUBE GAMING EPIOM MESH WHITE - mATX Gaming Case - All White Inside - Left Side Tempered Glass - Front Mesh Panel - Dust Filter - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz 406 SNOW,11.740.000,Rp11.590.000,191377,EK Y9DNY24,22 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/26/c83273bc-5ca3-4c5c-9b11-b08c4d4a49c7.jpg'],AMD Ryzen 5 5600 3.5Ghz Up To 4.4Ghz Cache 32MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B550M Pro SE (AM4, AMD PRO565, DDR4, USB3.2, SATA3)",ADATA XPG SX8200PRO 1TB NVME PCIe Gen3x4 - R 3500MB/S W 3000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 4 Copper Heat Pipes - Single Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING GLASS WHITE - mATX Gaming Case - All White Inside - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
